"State","Year","Variable","Value"
"District of Columbia","1996","Unemployment","8.4"
"District of Columbia","1997","Unemployment","8"
"District of Columbia","1998","Unemployment","8.4"
"District of Columbia","1999","Unemployment","6.4"
"District of Columbia","2000","Unemployment","5.6"
"District of Columbia","2001","Unemployment","6.3"
"District of Columbia","2002","Unemployment","6.4"
"District of Columbia","2003","Unemployment","6.8"
"District of Columbia","2004","Unemployment","7.8"
"District of Columbia","2005","Unemployment","6.4"
"District of Columbia","2006","Unemployment","5.8"
"District of Columbia","2007","Unemployment","5.5"
"District of Columbia","2008","Unemployment","6.5"
"District of Columbia","2009","Unemployment","9.3"
"District of Columbia","2010","Unemployment","9.4"
"District of Columbia","2011","Unemployment","10.2"
"District of Columbia","2012","Unemployment","9"
"District of Columbia","2013","Unemployment","8.5"
"District of Columbia","2014","Unemployment","7.8"
"District of Columbia","2015","Unemployment","6.9"
"District of Columbia","2016","Unemployment","6"
"Florida","1990","Unemployment","6.1"
"Florida","1991","Unemployment","7.5"
"Florida","1992","Unemployment","8.2"
"Florida","1993","Unemployment","7.1"
"Florida","1994","Unemployment","6.4"
"Florida","1995","Unemployment","5.5"
"Florida","1996","Unemployment","5.2"
"Florida","1997","Unemployment","4.8"
"Florida","1998","Unemployment","4.3"
"Florida","1999","Unemployment","3.9"
"Florida","2000","Unemployment","3.7"
"Florida","2001","Unemployment","4.7"
"Florida","2002","Unemployment","5.6"
"Florida","2003","Unemployment","5.2"
"Florida","2004","Unemployment","4.6"
"Florida","2005","Unemployment","3.7"
"Florida","2006","Unemployment","3.2"
"Florida","2007","Unemployment","4"
"Florida","2008","Unemployment","6.3"
"Florida","2009","Unemployment","10.4"
"Florida","2010","Unemployment","11.1"
"Florida","2011","Unemployment","10"
"Florida","2012","Unemployment","8.5"
"Florida","2013","Unemployment","7.2"
"Florida","2014","Unemployment","6.3"
"Florida","2015","Unemployment","5.4"
"Florida","2016","Unemployment","4.9"
"Georgia","1990","Unemployment","5.5"
"Georgia","1991","Unemployment","5.2"
"Georgia","1992","Unemployment","6.9"
"Georgia","1993","Unemployment","6"
"Georgia","1994","Unemployment","5.2"
"Georgia","1995","Unemployment","4.8"
"Georgia","1996","Unemployment","4.7"
"Georgia","1997","Unemployment","4.6"
"Georgia","1998","Unemployment","4.3"
"Georgia","1999","Unemployment","3.9"
"Georgia","2000","Unemployment","3.6"
"Georgia","2001","Unemployment","4"
"Georgia","2002","Unemployment","5"
"Georgia","2003","Unemployment","4.8"
"Georgia","2004","Unemployment","4.8"
"Georgia","2005","Unemployment","5.3"
"Georgia","2006","Unemployment","4.7"
"Georgia","2007","Unemployment","4.5"
"Georgia","2008","Unemployment","6.2"
"Georgia","2009","Unemployment","9.9"
"Georgia","2010","Unemployment","10.5"
"Georgia","2011","Unemployment","10.2"
"Georgia","2012","Unemployment","9.2"
"Georgia","2013","Unemployment","8.2"
"Georgia","2014","Unemployment","7.1"
"Georgia","2015","Unemployment","6"
"Georgia","2016","Unemployment","5.4"
"Hawaii","1990","Unemployment","2.7"
"Hawaii","1991","Unemployment","2.9"
"Hawaii","1992","Unemployment","4.3"
"Hawaii","1993","Unemployment","4.5"
"Hawaii","1994","Unemployment","5.5"
"Hawaii","1995","Unemployment","5.9"
"Hawaii","1996","Unemployment","6.3"
"Hawaii","1997","Unemployment","6.2"
"Hawaii","1998","Unemployment","6.1"
"Hawaii","1999","Unemployment","5.4"
"Hawaii","2000","Unemployment","4.2"
"Hawaii","2001","Unemployment","4.5"
"Hawaii","2002","Unemployment","4.2"
"Hawaii","2003","Unemployment","4.1"
"Hawaii","2004","Unemployment","3.4"
"Hawaii","2005","Unemployment","2.9"
"Hawaii","2006","Unemployment","2.6"
"Hawaii","2007","Unemployment","2.8"
"Hawaii","2008","Unemployment","4.3"
"Hawaii","2009","Unemployment","7.2"
"Hawaii","2010","Unemployment","6.9"
"Hawaii","2011","Unemployment","6.8"
"Hawaii","2012","Unemployment","6"
"Hawaii","2013","Unemployment","4.9"
"Hawaii","2014","Unemployment","4.4"
"Hawaii","2015","Unemployment","3.6"
"Hawaii","2016","Unemployment","3"
"Idaho","1990","Unemployment","5.5"
"Idaho","1991","Unemployment","6.2"
"Idaho","1992","Unemployment","6.4"
"Idaho","1993","Unemployment","6"
"Idaho","1994","Unemployment","5.4"
"Idaho","1995","Unemployment","5.4"
"Idaho","1996","Unemployment","5.3"
"Idaho","1997","Unemployment","5.1"
"Idaho","1998","Unemployment","5.1"
"Idaho","1999","Unemployment","4.9"
"Idaho","2000","Unemployment","4.7"
"Idaho","2001","Unemployment","5.1"
"Idaho","2002","Unemployment","5.6"
"Idaho","2003","Unemployment","5.6"
"Idaho","2004","Unemployment","4.9"
"Idaho","2005","Unemployment","4"
"Idaho","2006","Unemployment","3.5"
"Idaho","2007","Unemployment","3.1"
"Idaho","2008","Unemployment","5.1"
"Idaho","2009","Unemployment","8.8"
"Idaho","2010","Unemployment","9"
"Idaho","2011","Unemployment","8.3"
"Idaho","2012","Unemployment","7.2"
"Idaho","2013","Unemployment","6.1"
"Idaho","2014","Unemployment","4.9"
"Idaho","2015","Unemployment","4.2"
"Idaho","2016","Unemployment","3.8"
"Illinois","1990","Unemployment","6.1"
"Illinois","1991","Unemployment","7.3"
"Illinois","1992","Unemployment","7.9"
"Illinois","1993","Unemployment","7.4"
"Illinois","1994","Unemployment","5.8"
"Illinois","1995","Unemployment","5.2"
"Illinois","1996","Unemployment","5.3"
"Illinois","1997","Unemployment","4.8"
"Illinois","1998","Unemployment","4.4"
"Illinois","1999","Unemployment","4.4"
"Illinois","2000","Unemployment","4.3"
"Illinois","2001","Unemployment","5.3"
"Illinois","2002","Unemployment","6.5"
"Illinois","2003","Unemployment","6.8"
"Illinois","2004","Unemployment","6.2"
"Illinois","2005","Unemployment","5.7"
"Illinois","2006","Unemployment","4.5"
"Illinois","2007","Unemployment","5"
"Illinois","2008","Unemployment","6.3"
"Illinois","2009","Unemployment","10.2"
"Illinois","2010","Unemployment","10.4"
"Illinois","2011","Unemployment","9.7"
"Illinois","2012","Unemployment","9"
"Illinois","2013","Unemployment","9.1"
"Illinois","2014","Unemployment","7.1"
"Illinois","2015","Unemployment","5.9"
"Illinois","2016","Unemployment","5.9"
"Indiana","1990","Unemployment","5.3"
"Indiana","1991","Unemployment","6"
"Indiana","1992","Unemployment","6.6"
"Indiana","1993","Unemployment","5.4"
"Indiana","1994","Unemployment","4.9"
"Indiana","1995","Unemployment","4.6"
"Indiana","1996","Unemployment","4.1"
"Indiana","1997","Unemployment","3.5"
"Indiana","1998","Unemployment","3.1"
"Indiana","1999","Unemployment","3"
"Indiana","2000","Unemployment","3.1"
"Indiana","2001","Unemployment","4.2"
"Indiana","2002","Unemployment","5.2"
"Indiana","2003","Unemployment","5.3"
"Indiana","2004","Unemployment","5.4"
"Indiana","2005","Unemployment","5.5"
"Indiana","2006","Unemployment","5"
"Indiana","2007","Unemployment","4.6"
"Indiana","2008","Unemployment","5.9"
"Indiana","2009","Unemployment","10.3"
"Indiana","2010","Unemployment","10.4"
"Indiana","2011","Unemployment","9.1"
"Indiana","2012","Unemployment","8.3"
"Indiana","2013","Unemployment","7.7"
"Indiana","2014","Unemployment","5.9"
"Indiana","2015","Unemployment","4.8"
"Indiana","2016","Unemployment","4.4"
"Iowa","1990","Unemployment","4.4"
"Iowa","1991","Unemployment","4.7"
"Iowa","1992","Unemployment","4.5"
"Iowa","1993","Unemployment","4"
"Iowa","1994","Unemployment","3.5"
"Iowa","1995","Unemployment","3.4"
"Iowa","1996","Unemployment","3.5"
"Iowa","1997","Unemployment","3.1"
"Iowa","1998","Unemployment","2.7"
"Iowa","1999","Unemployment","2.6"
"Iowa","2000","Unemployment","2.6"
"Iowa","2001","Unemployment","3.3"
"Iowa","2002","Unemployment","4"
"Iowa","2003","Unemployment","4.5"
"Iowa","2004","Unemployment","4.5"
"Iowa","2005","Unemployment","4.3"
"Iowa","2006","Unemployment","3.7"
"Iowa","2007","Unemployment","3.7"
"Iowa","2008","Unemployment","4.2"
"Iowa","2009","Unemployment","6.4"
"Iowa","2010","Unemployment","6"
"Iowa","2011","Unemployment","5.5"
"Iowa","2012","Unemployment","5"
"Iowa","2013","Unemployment","4.7"
"Iowa","2014","Unemployment","4.3"
"Iowa","2015","Unemployment","3.8"
"Iowa","2016","Unemployment","3.7"
"Kansas","1990","Unemployment","4.3"
"Kansas","1991","Unemployment","4.4"
"Kansas","1992","Unemployment","4.5"
"Kansas","1993","Unemployment","5"
"Kansas","1994","Unemployment","4.9"
"Kansas","1995","Unemployment","4.4"
"Kansas","1996","Unemployment","4.3"
"Kansas","1997","Unemployment","3.8"
"Kansas","1998","Unemployment","3.5"
"Kansas","1999","Unemployment","3.3"
"Kansas","2000","Unemployment","3.6"
"Kansas","2001","Unemployment","4.2"
"Kansas","2002","Unemployment","5.1"
"Kansas","2003","Unemployment","5.5"
"Kansas","2004","Unemployment","5.5"
"Kansas","2005","Unemployment","5"
"Kansas","2006","Unemployment","4.4"
"Kansas","2007","Unemployment","4.2"
"Kansas","2008","Unemployment","4.6"
"Kansas","2009","Unemployment","6.9"
"Kansas","2010","Unemployment","7.1"
"Kansas","2011","Unemployment","6.5"
"Kansas","2012","Unemployment","5.7"
"Kansas","2013","Unemployment","5.3"
"Kansas","2014","Unemployment","4.5"
"Kansas","2015","Unemployment","4.2"
"Kansas","2016","Unemployment","4.2"
"Kentucky","1990","Unemployment","6"
"Kentucky","1991","Unemployment","7.3"
"Kentucky","1992","Unemployment","6.9"
"Kentucky","1993","Unemployment","6.2"
"Kentucky","1994","Unemployment","5.4"
"Kentucky","1995","Unemployment","5.4"
"Kentucky","1996","Unemployment","5.5"
"Kentucky","1997","Unemployment","5.3"
"Kentucky","1998","Unemployment","4.6"
"Kentucky","1999","Unemployment","4.5"
"Kentucky","2000","Unemployment","4.2"
"Kentucky","2001","Unemployment","5.2"
"Kentucky","2002","Unemployment","5.7"
"Kentucky","2003","Unemployment","6.1"
"Kentucky","2004","Unemployment","5.4"
"Kentucky","2005","Unemployment","5.9"
"Kentucky","2006","Unemployment","5.7"
"Kentucky","2007","Unemployment","5.4"
"Kentucky","2008","Unemployment","6.4"
"Kentucky","2009","Unemployment","10.3"
"Kentucky","2010","Unemployment","10.2"
"Kentucky","2011","Unemployment","9.4"
"Kentucky","2012","Unemployment","8.2"
"Kentucky","2013","Unemployment","8.1"
"Kentucky","2014","Unemployment","6.4"
"Kentucky","2015","Unemployment","5.3"
"Kentucky","2016","Unemployment","5"
"Louisiana","1990","Unemployment","6.2"
"Louisiana","1991","Unemployment","7.3"
"Louisiana","1992","Unemployment","8"
"Louisiana","1993","Unemployment","7.6"
"Louisiana","1994","Unemployment","7.8"
"Louisiana","1995","Unemployment","7"
"Louisiana","1996","Unemployment","6.6"
"Louisiana","1997","Unemployment","6"
"Louisiana","1998","Unemployment","5.7"
"Louisiana","1999","Unemployment","5.1"
"Louisiana","2000","Unemployment","5.3"
"Louisiana","2001","Unemployment","5.7"
"Louisiana","2002","Unemployment","6.1"
"Louisiana","2003","Unemployment","6.4"
"Louisiana","2004","Unemployment","5.9"
"Louisiana","2005","Unemployment","7.2"
"Louisiana","2006","Unemployment","4.5"
"Louisiana","2007","Unemployment","4.3"
"Louisiana","2008","Unemployment","4.9"
"Louisiana","2009","Unemployment","6.8"
"Louisiana","2010","Unemployment","8"
"Louisiana","2011","Unemployment","7.8"
"Louisiana","2012","Unemployment","7.1"
"Louisiana","2013","Unemployment","6.7"
"Louisiana","2014","Unemployment","6.4"
"Louisiana","2015","Unemployment","6.3"
"Louisiana","2016","Unemployment","6.1"
"Maine","1990","Unemployment","5.3"
"Maine","1991","Unemployment","7.5"
"Maine","1992","Unemployment","7.3"
"Maine","1993","Unemployment","7.3"
"Maine","1994","Unemployment","7"
"Maine","1995","Unemployment","6"
"Maine","1996","Unemployment","5.2"
"Maine","1997","Unemployment","5.1"
"Maine","1998","Unemployment","4.5"
"Maine","1999","Unemployment","4"
"Maine","2000","Unemployment","3.4"
"Maine","2001","Unemployment","3.8"
"Maine","2002","Unemployment","4.3"
"Maine","2003","Unemployment","5"
"Maine","2004","Unemployment","4.6"
"Maine","2005","Unemployment","4.9"
"Maine","2006","Unemployment","4.6"
"Maine","2007","Unemployment","4.7"
"Maine","2008","Unemployment","5.5"
"Maine","2009","Unemployment","8.1"
"Maine","2010","Unemployment","8.1"
"Maine","2011","Unemployment","7.9"
"Maine","2012","Unemployment","7.5"
"Maine","2013","Unemployment","6.6"
"Maine","2014","Unemployment","5.6"
"Maine","2015","Unemployment","4.4"
"Maine","2016","Unemployment","3.9"
"Maryland","1990","Unemployment","4.5"
"Maryland","1991","Unemployment","6.1"
"Maryland","1992","Unemployment","6.8"
"Maryland","1993","Unemployment","6.2"
"Maryland","1994","Unemployment","5.3"
"Maryland","1995","Unemployment","5"
"Maryland","1996","Unemployment","5"
"Maryland","1997","Unemployment","5"
"Maryland","1998","Unemployment","4.4"
"Maryland","1999","Unemployment","3.6"
"Maryland","2000","Unemployment","3.6"
"Maryland","2001","Unemployment","4"
"Maryland","2002","Unemployment","4.4"
"Maryland","2003","Unemployment","4.4"
"Maryland","2004","Unemployment","4.3"
"Maryland","2005","Unemployment","4.1"
"Maryland","2006","Unemployment","3.9"
"Maryland","2007","Unemployment","3.5"
"Maryland","2008","Unemployment","4.2"
"Maryland","2009","Unemployment","7"
"Maryland","2010","Unemployment","7.7"
"Maryland","2011","Unemployment","7.2"
"Maryland","2012","Unemployment","7"
"Maryland","2013","Unemployment","6.6"
"Maryland","2014","Unemployment","5.8"
"Maryland","2015","Unemployment","5.1"
"Maryland","2016","Unemployment","4.3"
"Massachusetts","1990","Unemployment","6.3"
"Massachusetts","1991","Unemployment","8.6"
"Massachusetts","1992","Unemployment","8.5"
"Massachusetts","1993","Unemployment","7"
"Massachusetts","1994","Unemployment","6"
"Massachusetts","1995","Unemployment","5.3"
"Massachusetts","1996","Unemployment","4.4"
"Massachusetts","1997","Unemployment","3.9"
"Massachusetts","1998","Unemployment","3.3"
"Massachusetts","1999","Unemployment","3.2"
"Massachusetts","2000","Unemployment","2.7"
"Massachusetts","2001","Unemployment","3.7"
"Massachusetts","2002","Unemployment","5.3"
"Massachusetts","2003","Unemployment","5.7"
"Massachusetts","2004","Unemployment","5.1"
"Massachusetts","2005","Unemployment","4.8"
"Massachusetts","2006","Unemployment","4.9"
"Massachusetts","2007","Unemployment","4.6"
"Massachusetts","2008","Unemployment","5.5"
"Massachusetts","2009","Unemployment","8.1"
"Massachusetts","2010","Unemployment","8.3"
"Massachusetts","2011","Unemployment","7.3"
"Massachusetts","2012","Unemployment","6.7"
"Massachusetts","2013","Unemployment","6.7"
"Massachusetts","2014","Unemployment","5.8"
"Massachusetts","2015","Unemployment","4.9"
"Massachusetts","2016","Unemployment","3.7"
"Michigan","1990","Unemployment","7.6"
"Michigan","1991","Unemployment","9.2"
"Michigan","1992","Unemployment","9"
"Michigan","1993","Unemployment","7.2"
"Michigan","1994","Unemployment","6"
"Michigan","1995","Unemployment","5.3"
"Michigan","1996","Unemployment","4.9"
"Michigan","1997","Unemployment","4.3"
"Michigan","1998","Unemployment","3.9"
"Michigan","1999","Unemployment","3.7"
"Michigan","2000","Unemployment","3.6"
"Michigan","2001","Unemployment","5.2"
"Michigan","2002","Unemployment","6.3"
"Michigan","2003","Unemployment","7.2"
"Michigan","2004","Unemployment","7"
"Michigan","2005","Unemployment","6.8"
"Michigan","2006","Unemployment","7"
"Michigan","2007","Unemployment","7"
"Michigan","2008","Unemployment","8"
"Michigan","2009","Unemployment","13.7"
"Michigan","2010","Unemployment","12.6"
"Michigan","2011","Unemployment","10.4"
"Michigan","2012","Unemployment","9.1"
"Michigan","2013","Unemployment","8.8"
"Michigan","2014","Unemployment","7.3"
"Michigan","2015","Unemployment","5.4"
"Michigan","2016","Unemployment","4.9"
"Minnesota","1990","Unemployment","4.8"
"Minnesota","1991","Unemployment","5.1"
"Minnesota","1992","Unemployment","5.1"
"Minnesota","1993","Unemployment","5"
"Minnesota","1994","Unemployment","4.1"
"Minnesota","1995","Unemployment","3.7"
"Minnesota","1996","Unemployment","4"
"Minnesota","1997","Unemployment","3.3"
"Minnesota","1998","Unemployment","2.7"
"Minnesota","1999","Unemployment","2.8"
"Minnesota","2000","Unemployment","3.2"
"Minnesota","2001","Unemployment","3.8"
"Minnesota","2002","Unemployment","4.5"
"Minnesota","2003","Unemployment","4.9"
"Minnesota","2004","Unemployment","4.7"
"Minnesota","2005","Unemployment","4.1"
"Minnesota","2006","Unemployment","4"
"Minnesota","2007","Unemployment","4.6"
"Minnesota","2008","Unemployment","5.4"
"Minnesota","2009","Unemployment","7.8"
"Minnesota","2010","Unemployment","7.4"
"Minnesota","2011","Unemployment","6.5"
"Minnesota","2012","Unemployment","5.6"
"Minnesota","2013","Unemployment","5"
"Minnesota","2014","Unemployment","4.2"
"Minnesota","2015","Unemployment","3.7"
"Minnesota","2016","Unemployment","3.9"
"Mississippi","1990","Unemployment","7.6"
"Mississippi","1991","Unemployment","8.5"
"Mississippi","1992","Unemployment","8.1"
"Mississippi","1993","Unemployment","6.6"
"Mississippi","1994","Unemployment","6.3"
"Mississippi","1995","Unemployment","6.2"
"Mississippi","1996","Unemployment","6"
"Mississippi","1997","Unemployment","5.7"
"Mississippi","1998","Unemployment","5.3"
"Mississippi","1999","Unemployment","5.1"
"Mississippi","2000","Unemployment","5.4"
"Mississippi","2001","Unemployment","5.5"
"Mississippi","2002","Unemployment","6.6"
"Mississippi","2003","Unemployment","6.3"
"Mississippi","2004","Unemployment","6.2"
"Mississippi","2005","Unemployment","7.5"
"Mississippi","2006","Unemployment","6.5"
"Mississippi","2007","Unemployment","6.1"
"Mississippi","2008","Unemployment","6.6"
"Mississippi","2009","Unemployment","9.5"
"Mississippi","2010","Unemployment","10.4"
"Mississippi","2011","Unemployment","10"
"Mississippi","2012","Unemployment","9"
"Mississippi","2013","Unemployment","8.6"
"Mississippi","2014","Unemployment","7.5"
"Mississippi","2015","Unemployment","6.4"
"Mississippi","2016","Unemployment","5.8"
"Missouri","1990","Unemployment","5.8"
"Missouri","1991","Unemployment","6.6"
"Missouri","1992","Unemployment","6.2"
"Missouri","1993","Unemployment","6.2"
"Missouri","1994","Unemployment","5.1"
"Missouri","1995","Unemployment","4.7"
"Missouri","1996","Unemployment","4.8"
"Missouri","1997","Unemployment","4.3"
"Missouri","1998","Unemployment","4.2"
"Missouri","1999","Unemployment","3.3"
"Missouri","2000","Unemployment","3.6"
"Missouri","2001","Unemployment","4.6"
"Missouri","2002","Unemployment","5.4"
"Missouri","2003","Unemployment","5.6"
"Missouri","2004","Unemployment","5.9"
"Missouri","2005","Unemployment","5.4"
"Missouri","2006","Unemployment","4.8"
"Missouri","2007","Unemployment","5.1"
"Missouri","2008","Unemployment","6.1"
"Missouri","2009","Unemployment","9.3"
"Missouri","2010","Unemployment","9.6"
"Missouri","2011","Unemployment","8.5"
"Missouri","2012","Unemployment","6.9"
"Missouri","2013","Unemployment","6.7"
"Missouri","2014","Unemployment","6.1"
"Missouri","2015","Unemployment","5"
"Missouri","2016","Unemployment","4.5"
"Montana","1990","Unemployment","6"
"Montana","1991","Unemployment","6.9"
"Montana","1992","Unemployment","6.7"
"Montana","1993","Unemployment","6"
"Montana","1994","Unemployment","5.2"
"Montana","1995","Unemployment","5.7"
"Montana","1996","Unemployment","5.3"
"Montana","1997","Unemployment","5.3"
"Montana","1998","Unemployment","5.5"
"Montana","1999","Unemployment","5.3"
"Montana","2000","Unemployment","5"
"Montana","2001","Unemployment","4.5"
"Montana","2002","Unemployment","4.4"
"Montana","2003","Unemployment","4.7"
"Montana","2004","Unemployment","4.8"
"Montana","2005","Unemployment","4.4"
"Montana","2006","Unemployment","3.5"
"Montana","2007","Unemployment","3.6"
"Montana","2008","Unemployment","5.1"
"Montana","2009","Unemployment","6.8"
"Montana","2010","Unemployment","7.3"
"Montana","2011","Unemployment","6.9"
"Montana","2012","Unemployment","6"
"Montana","2013","Unemployment","5.4"
"Montana","2014","Unemployment","4.7"
"Montana","2015","Unemployment","4.2"
"Montana","2016","Unemployment","4.1"
"Nebraska","1990","Unemployment","2.3"
"Nebraska","1991","Unemployment","2.7"
"Nebraska","1992","Unemployment","2.9"
"Nebraska","1993","Unemployment","2.8"
"Nebraska","1994","Unemployment","2.6"
"Nebraska","1995","Unemployment","2.6"
"Nebraska","1996","Unemployment","2.7"
"Nebraska","1997","Unemployment","2.5"
"Nebraska","1998","Unemployment","2.6"
"Nebraska","1999","Unemployment","2.8"
"Nebraska","2000","Unemployment","2.8"
"Nebraska","2001","Unemployment","3.1"
"Nebraska","2002","Unemployment","3.6"
"Nebraska","2003","Unemployment","3.9"
"Nebraska","2004","Unemployment","3.9"
"Nebraska","2005","Unemployment","3.8"
"Nebraska","2006","Unemployment","3.1"
"Nebraska","2007","Unemployment","3"
"Nebraska","2008","Unemployment","3.3"
"Nebraska","2009","Unemployment","4.6"
"Nebraska","2010","Unemployment","4.6"
"Nebraska","2011","Unemployment","4.4"
"Nebraska","2012","Unemployment","4"
"Nebraska","2013","Unemployment","3.8"
"Nebraska","2014","Unemployment","3.3"
"Nebraska","2015","Unemployment","3"
"Nebraska","2016","Unemployment","3.2"
"Nevada","1990","Unemployment","4.7"
"Nevada","1991","Unemployment","5.8"
"Nevada","1992","Unemployment","6.7"
"Nevada","1993","Unemployment","6.8"
"Nevada","1994","Unemployment","6.2"
"Nevada","1995","Unemployment","5.6"
"Nevada","1996","Unemployment","5"
"Nevada","1997","Unemployment","4.4"
"Nevada","1998","Unemployment","4.2"
"Nevada","1999","Unemployment","4"
"Nevada","2000","Unemployment","4.2"
"Nevada","2001","Unemployment","5.2"
"Nevada","2002","Unemployment","5.6"
"Nevada","2003","Unemployment","5.1"
"Nevada","2004","Unemployment","4.3"
"Nevada","2005","Unemployment","4.1"
"Nevada","2006","Unemployment","4"
"Nevada","2007","Unemployment","4.5"
"Nevada","2008","Unemployment","6.7"
"Nevada","2009","Unemployment","11.3"
"Nevada","2010","Unemployment","13.5"
"Nevada","2011","Unemployment","13"
"Nevada","2012","Unemployment","11.2"
"Nevada","2013","Unemployment","9.6"
"Nevada","2014","Unemployment","7.9"
"Nevada","2015","Unemployment","6.8"
"Nevada","2016","Unemployment","5.7"
"New Hampshire","1990","Unemployment","5.7"
"New Hampshire","1991","Unemployment","7.3"
"New Hampshire","1992","Unemployment","7.3"
"New Hampshire","1993","Unemployment","6.1"
"New Hampshire","1994","Unemployment","4.7"
"New Hampshire","1995","Unemployment","4"
"New Hampshire","1996","Unemployment","3.8"
"New Hampshire","1997","Unemployment","3.3"
"New Hampshire","1998","Unemployment","2.8"
"New Hampshire","1999","Unemployment","2.7"
"New Hampshire","2000","Unemployment","2.7"
"New Hampshire","2001","Unemployment","3.4"
"New Hampshire","2002","Unemployment","4.5"
"New Hampshire","2003","Unemployment","4.3"
"New Hampshire","2004","Unemployment","3.8"
"New Hampshire","2005","Unemployment","3.6"
"New Hampshire","2006","Unemployment","3.4"
"New Hampshire","2007","Unemployment","3.5"
"New Hampshire","2008","Unemployment","3.9"
"New Hampshire","2009","Unemployment","6.2"
"New Hampshire","2010","Unemployment","5.8"
"New Hampshire","2011","Unemployment","5.4"
"New Hampshire","2012","Unemployment","5.5"
"New Hampshire","2013","Unemployment","5.1"
"New Hampshire","2014","Unemployment","4.3"
"New Hampshire","2015","Unemployment","3.4"
"New Hampshire","2016","Unemployment","2.8"
"New Jersey","1990","Unemployment","5"
"New Jersey","1991","Unemployment","6.7"
"New Jersey","1992","Unemployment","8.4"
"New Jersey","1993","Unemployment","7.6"
"New Jersey","1994","Unemployment","6.8"
"New Jersey","1995","Unemployment","6.4"
"New Jersey","1996","Unemployment","6.1"
"New Jersey","1997","Unemployment","5.3"
"New Jersey","1998","Unemployment","4.6"
"New Jersey","1999","Unemployment","4.5"
"New Jersey","2000","Unemployment","3.7"
"New Jersey","2001","Unemployment","4.3"
"New Jersey","2002","Unemployment","5.8"
"New Jersey","2003","Unemployment","5.8"
"New Jersey","2004","Unemployment","4.8"
"New Jersey","2005","Unemployment","4.5"
"New Jersey","2006","Unemployment","4.7"
"New Jersey","2007","Unemployment","4.3"
"New Jersey","2008","Unemployment","5.3"
"New Jersey","2009","Unemployment","9.1"
"New Jersey","2010","Unemployment","9.5"
"New Jersey","2011","Unemployment","9.3"
"New Jersey","2012","Unemployment","9.3"
"New Jersey","2013","Unemployment","8.2"
"New Jersey","2014","Unemployment","6.7"
"New Jersey","2015","Unemployment","5.8"
"New Jersey","2016","Unemployment","5"
"New Mexico","1990","Unemployment","6.6"
"New Mexico","1991","Unemployment","7.1"
"New Mexico","1992","Unemployment","7.2"
"New Mexico","1993","Unemployment","7"
"New Mexico","1994","Unemployment","6.5"
"New Mexico","1995","Unemployment","6.6"
"New Mexico","1996","Unemployment","7.2"
"New Mexico","1997","Unemployment","6.3"
"New Mexico","1998","Unemployment","6.1"
"New Mexico","1999","Unemployment","5.6"
"New Mexico","2000","Unemployment","4.9"
"New Mexico","2001","Unemployment","4.9"
"New Mexico","2002","Unemployment","5.5"
"New Mexico","2003","Unemployment","5.9"
"New Mexico","2004","Unemployment","5.5"
"New Mexico","2005","Unemployment","5.1"
"New Mexico","2006","Unemployment","4.2"
"New Mexico","2007","Unemployment","3.8"
"New Mexico","2008","Unemployment","4.5"
"New Mexico","2009","Unemployment","7.5"
"New Mexico","2010","Unemployment","8.1"
"New Mexico","2011","Unemployment","7.5"
"New Mexico","2012","Unemployment","7.1"
"New Mexico","2013","Unemployment","7"
"New Mexico","2014","Unemployment","6.7"
"New Mexico","2015","Unemployment","6.6"
"New Mexico","2016","Unemployment","6.7"
"New York","1990","Unemployment","5.3"
"New York","1991","Unemployment","7.2"
"New York","1992","Unemployment","8.6"
"New York","1993","Unemployment","7.9"
"New York","1994","Unemployment","6.9"
"New York","1995","Unemployment","6.3"
"New York","1996","Unemployment","6.2"
"New York","1997","Unemployment","6.4"
"New York","1998","Unemployment","5.6"
"New York","1999","Unemployment","5.2"
"New York","2000","Unemployment","4.5"
"New York","2001","Unemployment","4.8"
"New York","2002","Unemployment","6.1"
"New York","2003","Unemployment","6.4"
"New York","2004","Unemployment","5.8"
"New York","2005","Unemployment","5"
"New York","2006","Unemployment","4.5"
"New York","2007","Unemployment","4.6"
"New York","2008","Unemployment","5.4"
"New York","2009","Unemployment","8.3"
"New York","2010","Unemployment","8.6"
"New York","2011","Unemployment","8.3"
"New York","2012","Unemployment","8.5"
"New York","2013","Unemployment","7.7"
"New York","2014","Unemployment","6.3"
"New York","2015","Unemployment","5.3"
"New York","2016","Unemployment","4.8"
"North Carolina","1990","Unemployment","4.1"
"North Carolina","1991","Unemployment","5.8"
"North Carolina","1992","Unemployment","6"
"North Carolina","1993","Unemployment","5"
"North Carolina","1994","Unemployment","4.4"
"North Carolina","1995","Unemployment","4.3"
"North Carolina","1996","Unemployment","4.3"
"North Carolina","1997","Unemployment","3.7"
"North Carolina","1998","Unemployment","3.5"
"North Carolina","1999","Unemployment","3.2"
"North Carolina","2000","Unemployment","3.7"
"North Carolina","2001","Unemployment","5.5"
"North Carolina","2002","Unemployment","6.6"
"North Carolina","2003","Unemployment","6.4"
"North Carolina","2004","Unemployment","5.5"
"North Carolina","2005","Unemployment","5.2"
"North Carolina","2006","Unemployment","4.7"
"North Carolina","2007","Unemployment","4.7"
"North Carolina","2008","Unemployment","6.1"
"North Carolina","2009","Unemployment","10.6"
"North Carolina","2010","Unemployment","10.9"
"North Carolina","2011","Unemployment","10.3"
"North Carolina","2012","Unemployment","9.3"
"North Carolina","2013","Unemployment","8"
"North Carolina","2014","Unemployment","6.3"
